customer_id,age,gender,country,state,city,occupation,annual_income,credit_score,customer_since,account_type,risk_level,total_accounts,avg_monthly_balance,loan_status
C000254,63,Female,USA,California,Delhi,Teacher,2721898,575,2022-01-15,Current,Low,1,337203,None
C000255,43,Other,UK,Maharashtra,Delhi,Student,1672750,895,2015-01-11,Premium,Low,4,337839,Closed
C000256,62,Female,India,Texas,Delhi,Teacher,2102053,516,2020-07-19,Current,Low,3,182080,Closed
C000257,54,Male,Canada,California,London,Doctor,503043,347,2016-02-12,Premium,Medium,4,13536,None
C000258,28,Female,Germany,Tamil Nadu,Delhi,Teacher,853283,609,2016-10-13,Current,Low,3,136276,None
C000259,41,Other,USA,Tamil Nadu,Delhi,Manager,1581398,539,2019-10-25,Premium,Low,1,5569,None
C000260,48,Male,USA,Texas,Bengaluru,Analyst,2166745,309,2015-02-03,Premium,Low,1,456066,Active
C000261,62,Male,Germany,Tamil Nadu,Bengaluru,Student,674681,404,2016-02-27,Current,Low,3,76895,Active
C000262,67,Male,USA,Tamil Nadu,Hyderabad,Analyst,335545,468,2019-12-08,Current,Medium,2,487289,Active
C000263,57,Other,Germany,Karnataka,Chennai,Engineer,887257,426,2021-08-11,Premium,Low,4,169890,None
C000264,33,Female,India,Karnataka,Hyderabad,Analyst,2816615,591,2023-09-26,Premium,Low,3,112712,Closed
C000265,56,Other,USA,California,Mumbai,Manager,528879,545,2020-07-20,Current,Low,4,339538,Closed
C000266,22,Other,India,Maharashtra,Mumbai,Teacher,1922517,882,2019-09-20,Current,Low,2,404888,Active
C000267,67,Male,India,Texas,Chennai,Engineer,1399684,520,2015-06-13,Savings,High,4,270609,Active
C000268,58,Other,Canada,California,Delhi,Manager,1987273,384,2022-03-08,Premium,Low,2,150473,None
C000269,37,Male,Canada,Karnataka,London,Teacher,2549783,634,2019-05-20,Premium,Low,1,167618,Closed
C000270,45,Other,USA,Tamil Nadu,Bengaluru,Engineer,2122356,418,2020-02-01,Premium,Low,3,354217,Closed
C000271,60,Other,USA,Tamil Nadu,Chennai,Manager,875507,311,2016-11-02,Current,High,5,276173,Closed
C000272,34,Male,UK,Karnataka,San Francisco,Developer,1427279,420,2023-08-26,Savings,Low,4,147596,Closed
C000273,22,Female,Canada,Tamil Nadu,Delhi,Student,2442374,668,2015-08-16,Current,Medium,2,197774,None
C000274,34,Male,Canada,Tamil Nadu,Bengaluru,Manager,2434166,302,2015-06-30,Savings,Low,4,195828,Active
C000275,27,Male,India,Texas,London,Manager,2058962,529,2018-08-11,Savings,Low,3,147217,None
C000276,54,Female,India,Texas,San Francisco,Engineer,1052224,528,2024-01-08,Premium,High,4,41137,Active
C000277,36,Female,UK,Tamil Nadu,Hyderabad,Student,333425,677,2017-04-01,Current,Low,3,392750,Closed
C000278,33,Female,UK,Texas,Delhi,Developer,1119661,859,2023-07-12,Savings,Low,4,17535,None
C000279,52,Female,India,Maharashtra,Chennai,Developer,1878211,614,2016-03-01,Savings,Low,2,225104,Active
C000280,21,Male,UK,Tamil Nadu,Chennai,Teacher,2480028,722,2022-11-10,Current,Low,1,309491,None
C000281,50,Male,Germany,Tamil Nadu,Hyderabad,Analyst,561233,745,2022-06-06,Savings,Low,3,451123,Active
C000282,69,Female,UK,Maharashtra,Delhi,Doctor,1279836,376,2025-07-31,Savings,Low,5,62133,None
C000283,24,Male,Germany,California,Mumbai,Student,806406,848,2019-01-07,Savings,Low,4,143940,None
C000284,23,Male,UK,Texas,Chennai,Teacher,1674866,451,2016-01-09,Premium,Low,3,212746,Closed
C000285,21,Other,UK,Maharashtra,London,Teacher,430367,714,2024-08-01,Current,Low,5,135994,None
C000286,47,Male,USA,Tamil Nadu,Chennai,Engineer,1232344,433,2017-03-22,Current,Low,1,310305,Closed
C000287,34,Male,India,Tamil Nadu,Bengaluru,Manager,2159885,431,2016-01-12,Current,Low,4,31548,None
C000288,54,Female,Germany,California,Chennai,Student,2089558,476,2018-12-20,Savings,High,3,151724,Active
C000289,27,Male,Canada,Texas,Hyderabad,Teacher,1537760,810,2019-08-15,Premium,Low,1,151683,Active
C000290,26,Female,USA,Texas,Bengaluru,Manager,2580261,319,2019-04-16,Premium,Low,5,414697,Active
C000291,40,Other,Canada,Maharashtra,Delhi,Doctor,1054202,326,2018-07-30,Premium,Low,3,35718,Active
C000292,51,Female,Canada,Karnataka,Bengaluru,Engineer,1339587,546,2017-12-27,Premium,Medium,1,405582,None
C000293,54,Female,UK,Karnataka,Bengaluru,Teacher,2785206,625,2024-01-16,Premium,Low,5,19788,Closed
C000294,62,Female,Canada,Texas,Bengaluru,Analyst,1089509,804,2021-01-29,Current,Low,1,52320,None
C000295,32,Other,USA,Tamil Nadu,Hyderabad,Student,302866,639,2025-04-17,Premium,Low,2,183655,Closed
C000296,29,Female,India,Tamil Nadu,Bengaluru,Analyst,894134,413,2024-06-29,Premium,Medium,1,200869,Closed
C000297,60,Female,Canada,Tamil Nadu,Mumbai,Doctor,1653095,439,2025-12-11,Savings,Medium,4,420153,Closed
C000298,49,Other,UK,Karnataka,San Francisco,Analyst,2874082,665,2017-07-03,Premium,Low,2,203382,Active
C000299,64,Other,UK,Karnataka,Bengaluru,Manager,307540,886,2019-05-23,Premium,Low,5,171837,Closed
C000300,32,Other,Canada,Tamil Nadu,Delhi,Teacher,1689021,379,2017-09-01,Current,High,2,338545,None
C000301,70,Other,UK,California,Chennai,Doctor,1179479,555,2022-10-10,Savings,Low,1,382704,None
C000302,21,Female,Germany,California,Bengaluru,Student,2368135,687,2018-12-09,Premium,Low,4,418521,Closed
C000303,59,Other,USA,Karnataka,Delhi,Engineer,440143,601,2015-03-24,Current,Low,1,43902,Active
C000304,28,Female,USA,Tamil Nadu,Hyderabad,Engineer,1717467,794,2022-11-25,Savings,Low,2,323409,Active
C000305,28,Male,India,Maharashtra,Bengaluru,Teacher,2016644,867,2023-02-05,Premium,Low,3,160923,None
C000306,24,Male,Germany,Texas,Hyderabad,Developer,2359186,457,2015-08-12,Current,Low,1,159428,Closed
C000307,58,Other,Germany,Karnataka,Chennai,Engineer,1168023,474,2022-02-27,Current,High,4,447378,None
C000308,37,Female,Germany,California,San Francisco,Doctor,682255,857,2019-05-07,Savings,Low,4,198672,None
C000309,46,Male,UK,California,Delhi,Doctor,1248928,575,2021-04-30,Savings,Low,1,49935,Closed
C000310,40,Other,Germany,Texas,Bengaluru,Analyst,555784,696,2024-03-06,Premium,Low,5,365221,Active
C000311,54,Male,Germany,Maharashtra,Chennai,Student,445661,814,2021-05-28,Premium,Medium,5,82305,None
C000312,66,Female,USA,Karnataka,Bengaluru,Developer,1108351,429,2015-06-24,Current,Low,4,110863,Closed
C000313,27,Other,UK,Maharashtra,San Francisco,Developer,581068,389,2019-05-09,Premium,Low,3,454117,Active
C000314,51,Female,India,Texas,Hyderabad,Analyst,2059904,415,2019-08-25,Savings,Low,5,310490,None
C000315,24,Other,India,Maharashtra,London,Analyst,1742291,720,2017-12-17,Current,Low,5,324271,Active
C000316,20,Male,UK,California,Bengaluru,Analyst,2852885,711,2015-06-08,Current,Medium,3,367028,None
C000317,21,Other,Germany,Maharashtra,Mumbai,Engineer,1717113,610,2018-06-27,Current,Medium,1,460553,None
C000318,26,Female,Germany,Maharashtra,Mumbai,Manager,2048071,391,2017-02-08,Current,Low,4,393468,Active
C000319,66,Other,UK,Tamil Nadu,Hyderabad,Developer,966778,367,2018-06-28,Premium,Low,2,414215,Closed
C000320,54,Male,USA,Karnataka,London,Teacher,541707,555,2015-05-16,Current,Low,3,374431,None
C000321,35,Female,Germany,Texas,Delhi,Manager,819560,331,2017-09-17,Current,Low,4,98104,Active
C000322,55,Other,UK,Maharashtra,Bengaluru,Developer,1384898,392,2018-03-13,Savings,Low,2,452648,Closed
C000323,67,Male,USA,Karnataka,San Francisco,Teacher,1428618,719,2020-10-03,Savings,Medium,1,253563,None
C000324,59,Male,Canada,Tamil Nadu,Bengaluru,Doctor,2851579,612,2022-12-29,Premium,Low,4,474490,Active
C000325,40,Female,UK,Karnataka,Delhi,Doctor,2483713,706,2021-07-22,Savings,Low,3,299365,Closed
C000326,56,Other,UK,Maharashtra,San Francisco,Engineer,2320557,365,2018-10-09,Current,Low,3,141916,Closed
C000327,63,Other,UK,Karnataka,Bengaluru,Analyst,1307899,358,2024-01-13,Premium,Low,3,361912,None
C000328,64,Male,Germany,Maharashtra,Mumbai,Student,1997010,697,2023-04-06,Savings,Low,5,432826,None
C000329,39,Other,USA,Texas,San Francisco,Developer,2295378,667,2020-09-08,Current,Medium,5,99967,Active
C000330,24,Female,USA,Maharashtra,San Francisco,Developer,2644748,487,2025-08-14,Premium,Medium,1,121524,Active
C000331,32,Other,UK,California,London,Doctor,1858949,566,2021-07-26,Current,Low,1,251696,None
C000332,58,Other,Canada,Texas,Chennai,Student,1115975,812,2016-05-05,Premium,Low,3,221587,None
C000333,27,Male,USA,Maharashtra,Delhi,Analyst,2219193,446,2018-07-19,Premium,Low,1,260632,Active
C000334,58,Male,UK,Tamil Nadu,Chennai,Student,1447259,514,2023-07-15,Savings,Low,2,261679,None
C000335,26,Other,Germany,California,Delhi,Student,2302361,692,2015-01-20,Savings,Low,3,12380,Active
C000336,66,Other,USA,Tamil Nadu,San Francisco,Engineer,2928515,554,2017-07-15,Premium,Medium,3,72596,None
C000337,42,Other,Canada,Maharashtra,Bengaluru,Engineer,491756,605,2025-08-20,Current,Low,5,317669,Closed
C000338,39,Female,USA,Maharashtra,Delhi,Doctor,1090316,468,2025-08-19,Current,Low,2,386245,None
C000339,31,Other,India,Texas,Hyderabad,Teacher,816578,675,2022-12-22,Premium,Medium,4,464561,Closed
C000340,34,Other,Canada,Tamil Nadu,Hyderabad,Engineer,753460,320,2015-07-17,Premium,Low,4,204362,None
C000341,53,Female,Germany,Karnataka,Bengaluru,Manager,2943717,309,2018-05-18,Current,Low,5,146545,Closed
C000342,56,Other,USA,California,London,Engineer,2445742,420,2018-03-03,Savings,Medium,4,109148,Closed
C000343,30,Female,Canada,Karnataka,Mumbai,Manager,2018642,602,2016-10-18,Savings,Low,2,365817,Active
C000344,39,Male,India,Tamil Nadu,San Francisco,Engineer,763180,887,2022-07-03,Current,Low,1,413696,Closed
C000345,22,Other,India,Maharashtra,San Francisco,Teacher,2215753,603,2017-12-17,Current,Low,2,463301,None
C000346,36,Female,UK,California,San Francisco,Engineer,698452,346,2015-02-09,Savings,Low,2,177312,Active
C000347,46,Other,UK,Tamil Nadu,Mumbai,Developer,1737483,487,2016-04-11,Current,Low,4,147518,Active
C000348,62,Female,Germany,Karnataka,Chennai,Teacher,545980,463,2016-02-29,Current,High,4,425617,Closed
C000349,61,Female,USA,Texas,Delhi,Developer,1804072,329,2024-09-03,Premium,Medium,2,258272,Active
C000350,25,Female,Germany,Tamil Nadu,Chennai,Doctor,1618009,312,2022-11-25,Premium,Low,5,384465,Closed
C000351,32,Other,UK,Texas,Hyderabad,Manager,2893082,397,2019-11-08,Premium,Medium,4,186272,Closed
C000352,61,Other,Germany,Karnataka,London,Developer,2641865,355,2015-02-17,Premium,High,5,450039,Active
C000353,49,Male,India,California,Mumbai,Teacher,1687873,584,2015-07-26,Premium,Low,4,216433,None
C000354,23,Female,Germany,Texas,Delhi,Engineer,2390676,757,2018-07-18,Savings,High,1,58814,Active
C000355,44,Male,Canada,Texas,Chennai,Developer,681243,611,2024-12-24,Premium,Low,4,183705,Active
C000356,70,Male,USA,California,Mumbai,Analyst,2899453,784,2023-01-14,Premium,Low,4,64781,None
C000357,66,Other,USA,Tamil Nadu,Mumbai,Doctor,2957767,598,2021-02-21,Premium,Low,1,29000,None
C000358,49,Male,Germany,Tamil Nadu,Mumbai,Analyst,1121754,492,2016-05-09,Current,Low,2,380803,Active
C000359,24,Female,India,Texas,Chennai,Developer,2189553,768,2022-05-21,Premium,High,2,266529,None
C000360,51,Other,India,Texas,Delhi,Developer,2754174,794,2025-05-14,Premium,Medium,2,367711,Closed
C000361,29,Other,USA,Tamil Nadu,Delhi,Manager,2818872,629,2020-08-26,Current,Low,5,485200,Closed
C000362,66,Male,UK,California,Mumbai,Doctor,2199372,436,2016-07-19,Current,Low,5,161716,Closed
C000363,53,Female,Canada,Karnataka,Bengaluru,Teacher,2917948,597,2022-09-13,Current,High,2,377452,Closed
C000364,29,Other,Canada,Maharashtra,San Francisco,Engineer,1777392,875,2020-05-21,Premium,Low,4,358497,Closed
C000365,52,Female,Germany,Tamil Nadu,Hyderabad,Engineer,405999,690,2016-08-18,Savings,Low,2,144973,None
C000366,36,Other,UK,Karnataka,London,Engineer,1537909,508,2023-06-14,Premium,Low,4,58729,Closed
C000367,61,Other,Canada,Karnataka,San Francisco,Manager,2654139,698,2017-08-31,Premium,Medium,3,368298,Closed
C000368,21,Female,Germany,California,London,Manager,1611365,865,2015-08-09,Savings,Medium,2,330353,Active
C000369,32,Other,UK,Texas,Hyderabad,Manager,2830788,501,2023-09-15,Premium,High,3,240308,None
C000370,61,Male,USA,Karnataka,San Francisco,Analyst,800606,686,2015-06-16,Current,Low,3,73192,None
C000371,55,Female,India,Maharashtra,Delhi,Manager,949302,340,2016-09-21,Current,Low,5,447048,Closed
C000372,37,Female,Canada,Texas,Mumbai,Engineer,1633197,838,2017-06-19,Savings,Low,5,88556,Active
C000373,52,Other,Germany,Tamil Nadu,Mumbai,Teacher,1194870,639,2018-09-18,Current,Low,5,283134,Active
C000374,53,Other,India,Tamil Nadu,San Francisco,Doctor,2169263,546,2025-02-21,Premium,Low,5,132835,None
C000375,61,Female,Germany,Tamil Nadu,Delhi,Doctor,2565919,589,2015-04-12,Premium,Medium,3,274646,Closed
C000376,46,Female,India,Maharashtra,San Francisco,Teacher,1643489,826,2015-12-04,Savings,Low,5,284553,None
C000377,58,Male,USA,Karnataka,London,Manager,2079263,406,2017-04-22,Premium,Medium,4,343984,None
C000378,65,Other,USA,Tamil Nadu,Delhi,Manager,1691315,338,2015-12-25,Savings,Low,3,297596,None
C000379,54,Male,UK,California,Delhi,Student,2943322,714,2019-11-09,Current,Low,1,285407,None
C000380,59,Other,Canada,Tamil Nadu,London,Manager,2756218,346,2022-11-10,Savings,Low,5,60645,Active
C000381,68,Other,UK,Texas,Chennai,Doctor,2135746,690,2019-06-07,Premium,Low,2,284690,None
C000382,26,Other,Germany,Texas,Mumbai,Manager,904296,605,2022-08-06,Premium,Low,1,295206,Closed
C000383,27,Male,India,Tamil Nadu,Hyderabad,Analyst,1952898,850,2021-02-20,Savings,Low,3,116011,Active
C000384,59,Other,USA,Karnataka,Bengaluru,Teacher,2887402,558,2017-03-06,Savings,Low,5,451825,None
C000385,66,Other,Germany,Texas,Chennai,Doctor,582539,556,2016-02-07,Savings,Medium,4,178461,Active
C000386,26,Other,USA,Tamil Nadu,Mumbai,Analyst,592799,498,2018-07-25,Current,Low,5,350727,Active
C000387,62,Other,USA,Texas,Hyderabad,Doctor,1626797,738,2016-11-21,Savings,Low,2,378397,Closed
C000388,59,Female,UK,Maharashtra,Bengaluru,Manager,1690675,791,2020-03-10,Current,Low,3,260313,Closed
C000389,24,Male,Canada,Tamil Nadu,London,Doctor,887209,851,2017-03-15,Current,Medium,1,386380,None
C000390,19,Other,India,Texas,Hyderabad,Student,2774791,517,2025-03-01,Savings,Low,5,473706,Closed
C000391,48,Other,USA,Maharashtra,Delhi,Teacher,2772964,597,2016-07-02,Current,Low,1,213029,Active
C000392,50,Male,USA,Texas,San Francisco,Teacher,2456445,443,2020-01-02,Savings,Low,5,350722,None
C000393,65,Other,Germany,Maharashtra,Chennai,Teacher,2345319,537,2015-09-15,Current,Low,1,355531,None
C000394,51,Female,Germany,California,Delhi,Engineer,467372,631,2016-02-27,Premium,High,3,442713,Closed
C000395,34,Other,Canada,Texas,Bengaluru,Student,1887621,674,2021-08-04,Premium,Medium,1,275880,Active
C000396,42,Male,Canada,California,Mumbai,Developer,1747170,798,2023-11-21,Current,Medium,1,268107,None
C000397,46,Male,USA,Tamil Nadu,Hyderabad,Manager,1477800,516,2016-09-07,Savings,Low,5,381073,None
C000398,60,Male,Germany,Maharashtra,San Francisco,Engineer,2319627,790,2020-05-16,Savings,Low,4,16768,None
C000399,20,Male,Canada,Texas,Bengaluru,Teacher,2940483,824,2015-06-10,Premium,Low,2,140402,None
C000400,51,Female,Canada,Texas,San Francisco,Engineer,1488894,387,2017-06-06,Current,Low,4,459716,Active
C000401,28,Male,Germany,Texas,Bengaluru,Developer,2743795,486,2021-12-27,Premium,Low,2,384682,Closed
C000402,39,Female,Canada,Texas,Chennai,Teacher,1886333,694,2016-06-25,Savings,Low,5,455673,Closed
C000403,61,Female,USA,Texas,Chennai,Teacher,2295940,339,2024-11-04,Premium,Low,1,53858,Active
C000404,60,Male,Canada,Texas,London,Engineer,2109828,834,2019-09-20,Current,Medium,5,229896,None
C000405,69,Female,Germany,Maharashtra,Hyderabad,Developer,2716425,400,2019-10-09,Savings,Low,2,482146,None
C000406,36,Other,Canada,California,Mumbai,Teacher,322940,307,2021-06-25,Premium,Low,1,201623,Closed
C000407,31,Other,UK,California,Mumbai,Engineer,949188,736,2022-04-22,Premium,Low,5,227068,Closed
C000408,41,Other,UK,California,London,Teacher,2033204,865,2023-10-16,Premium,Low,3,298126,Closed
C000409,48,Female,UK,Texas,Mumbai,Developer,1969877,441,2024-08-03,Premium,Low,2,239144,Closed
C000410,28,Male,USA,Texas,Delhi,Developer,1719511,863,2021-11-20,Premium,Low,1,89273,Active
C000411,58,Male,India,Karnataka,Delhi,Analyst,2126105,390,2015-09-20,Current,Low,1,324306,None
C000412,64,Female,Germany,Texas,San Francisco,Analyst,1501539,358,2025-08-09,Savings,Low,4,10615,None
C000413,60,Other,UK,Karnataka,Chennai,Developer,2814547,822,2020-10-13,Premium,Low,2,358382,None
C000414,41,Male,India,Karnataka,Chennai,Doctor,1975346,661,2022-07-05,Current,Low,2,276446,None
C000415,65,Other,India,Tamil Nadu,Hyderabad,Doctor,2645093,896,2018-11-26,Current,High,3,123644,Closed
C000416,30,Female,Germany,Texas,Chennai,Doctor,1034149,716,2020-09-04,Savings,Low,5,159272,Active
C000417,25,Other,UK,Texas,London,Developer,2711279,556,2022-10-14,Current,High,5,258561,None
C000418,66,Female,Germany,California,Hyderabad,Developer,414717,793,2016-04-21,Current,Low,2,359897,Closed
C000419,32,Female,Germany,Maharashtra,Hyderabad,Analyst,340782,569,2017-10-13,Current,Low,3,44860,Closed
C000420,29,Female,UK,Maharashtra,Bengaluru,Analyst,1428585,487,2025-08-15,Premium,Low,2,266619,Closed
C000421,30,Male,USA,Maharashtra,Bengaluru,Teacher,1150464,555,2024-05-18,Premium,Low,1,67850,None
C000422,61,Other,Germany,Texas,Chennai,Developer,2571106,343,2024-07-05,Current,Low,3,263128,Closed
C000423,35,Female,USA,Texas,Mumbai,Student,1231524,890,2016-06-09,Savings,Low,4,255777,Closed
C000424,20,Other,UK,California,London,Manager,1033165,768,2025-12-13,Savings,Low,4,170492,Closed
C000425,18,Male,USA,California,Hyderabad,Engineer,1664978,670,2021-11-14,Current,Low,3,129329,Active
C000426,48,Other,UK,Maharashtra,Bengaluru,Student,2078145,515,2019-09-13,Premium,Medium,3,452912,Active
C000427,35,Female,USA,Texas,Bengaluru,Analyst,1258678,402,2023-01-31,Current,Medium,5,231607,Active
C000428,30,Male,USA,California,London,Engineer,1040744,731,2020-08-08,Savings,High,5,284960,Closed
C000429,38,Female,UK,Maharashtra,Hyderabad,Developer,2681670,348,2019-06-20,Savings,Low,1,117966,Active
C000430,48,Other,India,California,San Francisco,Doctor,1389550,669,2019-01-15,Premium,Low,3,185428,None
C000431,44,Male,UK,Texas,Bengaluru,Analyst,2715476,851,2016-12-15,Current,Low,5,260587,Closed
C000432,46,Male,Germany,Texas,Mumbai,Student,2949592,448,2024-09-26,Savings,Low,3,226153,Closed
C000433,57,Other,Germany,Tamil Nadu,Chennai,Teacher,1741269,533,2018-07-08,Current,Low,3,322396,Closed
C000434,43,Female,Germany,Maharashtra,San Francisco,Analyst,2484962,761,2019-08-23,Savings,Low,1,70556,Closed
C000435,33,Other,UK,Tamil Nadu,Bengaluru,Teacher,1965329,405,2016-01-27,Savings,High,4,292537,None
C000436,19,Female,Canada,Tamil Nadu,Chennai,Doctor,2892508,459,2015-12-12,Premium,High,4,167199,None
C000437,33,Other,UK,California,San Francisco,Teacher,850616,839,2024-05-27,Savings,Low,3,456081,Active
C000438,48,Female,Canada,Maharashtra,Hyderabad,Student,866712,852,2016-12-26,Premium,Low,5,233053,Closed
C000439,58,Other,Canada,Maharashtra,Mumbai,Student,2563532,532,2024-01-10,Savings,Low,3,221113,Active
C000440,27,Female,India,Tamil Nadu,Hyderabad,Developer,871685,652,2018-03-20,Current,Low,4,401085,Active
C000441,37,Male,Germany,Maharashtra,Hyderabad,Teacher,330274,861,2019-03-11,Savings,Low,5,234169,Active
C000442,33,Male,Germany,California,Bengaluru,Doctor,632229,732,2022-01-05,Savings,Low,5,428401,Closed
C000443,61,Female,UK,Texas,London,Doctor,2031844,492,2024-07-27,Savings,Low,3,62858,Closed
C000444,47,Other,Germany,Maharashtra,San Francisco,Analyst,2363580,492,2018-08-06,Savings,Low,5,16602,None
C000445,24,Female,UK,Karnataka,San Francisco,Student,334410,538,2016-01-05,Savings,Low,2,184260,Active
C000446,37,Female,UK,California,San Francisco,Developer,433115,638,2015-11-25,Savings,Low,4,42426,Closed
C000447,48,Male,USA,Maharashtra,London,Student,352913,424,2025-12-05,Premium,Low,4,134584,Closed
C000448,20,Male,Germany,Tamil Nadu,Hyderabad,Manager,1174290,784,2019-05-13,Premium,High,3,88158,Closed
C000449,64,Male,Canada,Texas,Chennai,Doctor,2318423,605,2017-03-24,Current,Medium,2,64207,None
C000450,58,Female,UK,Tamil Nadu,Bengaluru,Developer,1458047,898,2016-05-05,Current,Medium,1,27016,Closed
C000451,68,Other,Germany,Texas,Bengaluru,Doctor,675305,554,2016-10-07,Current,Low,5,182430,Closed
C000452,21,Male,UK,Karnataka,San Francisco,Analyst,750433,428,2020-06-21,Savings,Low,5,418433,Closed
C000453,66,Female,Germany,Karnataka,Chennai,Manager,1884477,666,2023-02-15,Savings,Low,1,259438,Closed
C000454,46,Other,UK,Texas,San Francisco,Student,1095977,880,2017-02-03,Premium,Low,4,149349,Closed
C000455,53,Male,India,Texas,Bengaluru,Student,1540141,569,2021-01-27,Current,Low,5,203727,Closed
C000456,29,Male,Canada,Maharashtra,London,Analyst,1301543,628,2023-02-01,Savings,Low,5,434417,Active
C000457,30,Other,Germany,Texas,Bengaluru,Analyst,1487529,630,2019-08-06,Premium,Low,1,279307,Closed
C000458,22,Male,USA,Karnataka,London,Engineer,1147580,409,2020-06-11,Savings,Low,5,341462,Active
C000459,60,Female,Canada,Texas,San Francisco,Analyst,1373484,350,2019-02-09,Savings,Low,1,11860,None
C000460,59,Female,India,California,London,Manager,554595,669,2021-04-04,Premium,High,4,435978,Active
C000461,68,Other,India,Texas,Mumbai,Analyst,470511,372,2024-05-10,Current,Low,2,277359,None
C000462,24,Other,USA,Texas,Delhi,Teacher,1110001,838,2022-05-14,Savings,Low,2,297774,Closed
C000463,53,Female,India,Texas,Mumbai,Manager,2224013,737,2024-11-25,Savings,Low,2,293340,Active
C000464,50,Female,USA,Texas,Hyderabad,Student,1777754,622,2021-03-03,Current,Medium,4,405652,Closed
C000465,45,Other,UK,Texas,Bengaluru,Analyst,2588522,519,2019-03-17,Premium,High,3,193748,Active
C000466,46,Female,India,Tamil Nadu,Mumbai,Analyst,368377,830,2016-07-07,Current,Low,2,117629,Active
C000467,19,Other,UK,Texas,Hyderabad,Analyst,2693555,885,2016-09-25,Savings,Low,3,86845,None
C000468,34,Female,Canada,Karnataka,Bengaluru,Doctor,1559559,394,2021-05-25,Current,Low,2,389966,None
C000469,64,Female,Germany,Karnataka,Delhi,Developer,2716894,397,2021-09-04,Premium,Low,5,205040,None
C000470,67,Male,UK,Maharashtra,London,Student,2047018,423,2024-10-02,Savings,Medium,5,491881,None
C000471,58,Other,Germany,Tamil Nadu,Mumbai,Analyst,472730,626,2021-01-20,Premium,Low,5,370831,None
C000472,27,Male,Germany,California,London,Analyst,2712793,816,2016-01-04,Savings,Low,4,82601,None
C000473,39,Male,Germany,Texas,San Francisco,Engineer,2599117,708,2017-12-11,Savings,Low,4,410707,Closed
C000474,26,Male,Germany,Texas,Bengaluru,Student,1958087,885,2017-03-14,Premium,Low,5,134103,None
C000475,22,Female,Germany,Maharashtra,San Francisco,Analyst,675787,415,2022-07-14,Current,Low,3,104871,Active
C000476,40,Other,India,Maharashtra,Bengaluru,Doctor,2884618,752,2021-12-27,Savings,Low,2,109692,Closed
C000477,41,Male,India,Tamil Nadu,San Francisco,Engineer,1319418,451,2024-09-28,Current,Low,1,164969,Active
C000478,48,Male,UK,Karnataka,San Francisco,Analyst,1188669,508,2021-02-16,Premium,Medium,5,258244,Closed
C000479,64,Male,India,California,Hyderabad,Manager,2509555,344,2017-11-12,Savings,Low,2,418762,Closed
C000480,57,Female,India,California,San Francisco,Engineer,579331,697,2022-05-28,Current,Low,3,458132,None
C000481,19,Female,Germany,Karnataka,Delhi,Analyst,717768,623,2020-06-08,Premium,Low,2,109267,Closed
C000482,47,Other,India,Tamil Nadu,Bengaluru,Analyst,1578958,641,2020-06-29,Current,Medium,1,186812,Closed
C000483,40,Female,UK,Karnataka,Hyderabad,Doctor,560087,563,2024-11-08,Current,Medium,1,499999,Closed
C000484,35,Male,USA,Maharashtra,Delhi,Manager,875713,389,2023-03-09,Current,Low,5,462546,Closed
C000485,61,Male,Germany,Karnataka,Hyderabad,Teacher,2088723,619,2025-03-15,Premium,Low,5,74086,None
C000486,59,Male,Canada,Texas,San Francisco,Developer,1148550,441,2018-06-19,Premium,Medium,5,481872,None
C000487,45,Male,Canada,Karnataka,Mumbai,Engineer,2637654,845,2025-08-21,Premium,Low,3,445151,None
C000488,64,Male,UK,California,Delhi,Doctor,2158095,580,2016-09-14,Savings,Low,2,18735,Closed
C000489,57,Female,Canada,Texas,Hyderabad,Teacher,2801318,537,2017-08-03,Premium,Low,1,365784,Active
C000490,26,Other,Canada,California,San Francisco,Manager,1868499,488,2024-07-22,Current,Low,2,90871,None
C000491,32,Male,Germany,Tamil Nadu,Mumbai,Student,1233460,507,2023-07-01,Savings,Low,4,459625,Closed
C000492,49,Other,UK,California,Bengaluru,Student,1998134,342,2021-10-26,Premium,Medium,3,211648,Closed
C000493,65,Other,Canada,Texas,Hyderabad,Manager,461530,833,2016-03-23,Current,Low,1,465209,None
C000494,51,Other,Germany,Tamil Nadu,Hyderabad,Student,2464792,350,2017-02-16,Current,Low,3,410629,Active
C000495,47,Male,Germany,Maharashtra,Hyderabad,Engineer,2468327,445,2020-03-13,Premium,Low,5,64334,None
C000496,67,Other,Canada,Karnataka,Delhi,Student,1656693,761,2015-04-13,Savings,Low,2,467709,Active
C000497,23,Female,UK,Karnataka,San Francisco,Manager,818182,393,2016-04-12,Premium,Low,3,49725,Closed
C000498,63,Female,Canada,Texas,Bengaluru,Student,2608317,689,2015-06-29,Savings,High,5,461814,Closed
C000499,27,Male,USA,Karnataka,London,Manager,515211,729,2018-06-15,Current,Medium,4,156404,Closed
C000500,29,Male,USA,Karnataka,Chennai,Analyst,1361624,312,2020-02-22,Current,Medium,5,428338,None
C000501,56,Female,USA,Karnataka,Hyderabad,Manager,2295280,764,2019-08-07,Current,Low,5,8446,None
C000502,53,Female,Canada,Texas,London,Developer,1170895,350,2017-01-27,Savings,Low,3,24252,None
C000503,20,Other,Canada,Texas,Mumbai,Doctor,667851,350,2016-03-22,Current,High,2,357368,Active
C000504,57,Other,Canada,Texas,London,Analyst,1044150,766,2023-05-28,Premium,Low,1,53824,Active
